State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Name,Passive Skill,Active Name,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan Trunks (Future) & Mai (Future),Human Pride,"HP 12,337 14,937 | ATK 14,039 17,039 | DEF 9,563 12,963","12,337","14,937","14,039","17,039","9,563","12,963","""Joined Forces"" Category Ki +3 and HP, ATK & DEF +130%; or AGL Type Ki +3 and HP, ATK & DEF +90%",Inherited Tactics,"ATK & DEF +150%, Reduces damage received by 30% when all allies attacking in the same turn are ""Future Saga"" Category characters, Ki +3 plus an additional ATK & DEF +150% when there is an ally whose name includes ""Super Saiyan God SS"" on the team, Plus an additional ATK & DEF +100% when there is a ""Future Saga"" Category enemy, Plus an additional Ki +3, ATK +150% and performs a critical hit when there is an enemy whose name includes ""Zamasu"" or ""Goku Black""",Evil Containment Wave,"Can be activated when there is another ally whose name includes ""Trunks (Teen) (Future)"", ""Trunks (Future)"" or ""Mai (Future)"" attacking in the same turn starting from the 3rd turn from the start of battle (once only) Raises ATK by 628% temporarily then causes damage to enemy and, within the turn activated, all attacks become critical hits and stuns the attacked enemy while reducing own DEF by half","Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,"Brainiacs, Cold Judgment, Courage, Dismal Future, Prepared for Battle, Solid Support, Fierce Battle","Future Saga, Final Trump Card, Joined Forces, Super Heroes, Earth-Bred Fighters, Time Travelers, Revenge, Entrusted Will, Battle of Wits",,"Sep 15, 2023",140%,430%
Base,Fusion Zamasu,Infinite Sanctuary,"HP 16,988 19,588 | ATK 17,870 21,270 | DEF 12,294 15,294","16,988","19,588","17,870","21,270","12,294","15,294","""Realm of Gods"", ""Worldwide Chaos"" or ""Fused Fighters"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Time Travelers"" or ""Final Trump Card"" Category; Extreme Class Ki +3 and HP, ATK & DEF +150% (""Realm of Gods"", ""Worldwide Chaos"" or ""Fused Fighters"" Category characters excluded)",Zamasu Shall Rule All,"Activates the Entrance Animation (once only) and reduces damage received by 20% for 4 turns from the character's entry turn (plus an additional damage reduction of 20% for the 1st turn) when there is another ""Realm of Gods"" Category ally on the team upon the character's entry, Ki +6 and ATK & DEF +100%, Plus an additional Ki +3 and ATK & DEF +50% when there are no ""Realm of Gods"" Category enemies, High chance of performing a critical hit, Reduces damage received by 40%, Plus an additional DEF +50% when receiving an attack and if HP is 70% or less when receiving an attack, plus an additional DEF +50%, Launches an additional attack that has a high chance of becoming a Super Attack within the same turn after receiving an attack, Plus an additional ATK +25% with each attack received (up to 150%)",Omnipresence,"Can be activated when HP is 70% or less starting from the 5th turn from the character's entry turn, or when there is another ""Future Saga"" Category ally attacking in the same turn or a ""Future Saga"" Category enemy starting from the 7th turn from the character's entry turn (once only) Creates the Domain ""Infinite Zamasu"", raises Extreme Class allies' Ki by 3 and becomes omnipresent for 5 turns","Greatly raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF","Massively raises ATK and raises DEF for 1 turn, causes mega-colossal damage to enemy and greatly lowers ATK","Big Bad Bosses, Dismal Future, Godly Power, Fused Fighter, Nightmare, Fierce Battle, Legendary Power","Future Saga, Potara, Fused Fighters, Realm of Gods, Power of Wishes, Final Trump Card, Super Bosses, Time Travelers, Exploding Rage, Battle of Fate, Worldwide Chaos","Can be activated when HP is 70% or less starting from the 5th turn from the character's entry turn, or when there is another ""Future Saga"" Category ally attacking in the same turn or a ""Future Saga"" Category enemy starting from the 7th turn from the character's entry turn (once only)","Aug 27, 2023",200%,425%
Base,Super Saiyan God SS Goku & Super Saiyan God SS Vegeta,All-Out Final Battle,"HP 16,563 19,163 | ATK 17,700 20,700 | DEF 12,719 16,119","16,563","19,163","17,700","20,700","12,719","16,119","""Battle of Fate"", ""Future Saga"" or ""Power Beyond Super Saiyan"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Realm of Gods"" or ""Time Travelers"" Category; Super Class Ki +3 and HP, ATK & DEF +150% (""Battle of Fate"", ""Future Saga"" or ""Power Beyond Super Saiyan"" Category characters excluded)",God-Smashing Power,"Activates the Entrance Animation (once only) and DEF +100% and guards all attacks for 4 turns from the character's entry turn when there is another ""Future Saga"" Category ally on the team upon the character's entry, Ki +3 and ATK & DEF +100%, Plus an additional Ki +2 per Type Ki Sphere obtained, Plus an additional ATK & DEF +50% and attacks effective against all Types when there is a ""Realm of Gods"" Category enemy, Plus an additional DEF +150% and high chance of evading enemy's attack (including Super Attack) as the 1st attacker in a turn, Plus an additional ATK +100% and DEF +50% and launches an additional attack that has a high chance of becoming a Super Attack as the 2nd or 3rd attacker in a turn, Launches an additional Super Attack when Ki is 20 or more",Special Fusion,"Can be activated when HP is 70% or less starting from the 5th turn from the character's entry turn, or when there is another ""Future Saga"" Category ally attacking in the same turn or a ""Future Saga"" Category enemy starting from the 7th turn from the character's entry turn (once only) Performs Potara Fusion",Raises ATK and causes colossal damage to enemy,Raises DEF and causes mega-colossal damage to enemy,"Super Saiyan, Warrior Gods, Godly Power, Prepared for Battle, Fierce Battle, Kamehameha, Legendary Power","Future Saga, Pure Saiyans, Power Beyond Super Saiyan, Potara, Fused Fighters, Kamehameha, Realm of Gods, Mastered Evolution, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, Super Heroes, Time Travelers, Battle of Wits, Accelerated Battle, Battle of Fate","Can be activated when HP is 70% or less starting from the 5th turn from the character's entry turn, or when there is another ""Future Saga"" Category ally attacking in the same turn or a ""Future Saga"" Category enemy starting from the 7th turn from the character's entry turn (once only)","Aug 27, 2023",200%,570%
Transformation,Super Saiyan God SS Vegito,All-Out Final Battle,"HP 16,563 19,163 | ATK 17,700 20,700 | DEF 12,719 16,119","16,563","19,163","17,700","20,700","12,719","16,119","""Battle of Fate"", ""Future Saga"" or ""Power Beyond Super Saiyan"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Realm of Gods"" or ""Time Travelers"" Category; Super Class Ki +3 and HP, ATK & DEF +150% (""Battle of Fate"", ""Future Saga"" or ""Power Beyond Super Saiyan"" Category characters excluded)",All-Rounder's Grand Performance,"Ki +5 and ATK & DEF +250%, Plus an additional Ki +2 per Ki Sphere obtained, Attacks effective against all Types, Reduces damage received by 30% before attacking, Reduces damage received by 20%, high chance of evading enemy's attack (including Super Attack) and launches an additional attack that has a high chance of becoming a Super Attack as the 1st attacker in a turn, Launches an additional Super Attack and medium chance of launching another additional Super Attack as the 2nd or 3rd attacker in a turn, Launches an additional Super Attack when activating the Active Skill or when Ki is 20 or more",God Impact,"Can be activated when HP is 50% or less, or when facing only 1 enemy, whose HP is 50% or less (once only) Causes ultimate damage to enemy and, within the turn activated, evades enemy's attack (including Super Attack)","Greatly raises ATK & DEF for 1 turn, causes colossal damage to enemy and lowers ATK & DEF",Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; raises Super Class allies' DEF by 50% for 1 turn,"Super Saiyan, Warrior Gods, Over in a Flash, Power Bestowed by God, Fierce Battle, Fused Fighter, Legendary Power","Future Saga, Pure Saiyans, Power Beyond Super Saiyan, Potara, Fused Fighters, Kamehameha, Realm of Gods, Mastered Evolution, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, Super Heroes, Time Travelers, Battle of Wits, Accelerated Battle, Battle of Fate",,"Aug 27, 2023",200%,570%
Base,Hatchiyack (Giant Form),Extreme Vengeful Energy,"HP 20,570 23,170 | ATK 10,984 14,384 | DEF 11,535 14,535","20,570","23,170","10,984","14,384","11,535","14,535","""Giant Form"" Category Ki +3 and HP, ATK & DEF +130%",Lychee's Grudge,"Ki +3 and ATK & DEF +80%, Plus an additional ATK & DEF +100% within the same turn after receiving an attack, Reduces damage received by 20%, Plus an additional damage reduction of 20% and Extreme Class allies' Ki +3 when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy",Giant Form,"Can be activated when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy, or when HP is 80% or less starting from the 5th turn from the start of battle (once only) Turns into Giant Form",Raises DEF for 1 turn and causes colossal damage to enemy; raises Extreme Class allies' ATK by 20% for 1 turn,Raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; raises Extreme Class allies' ATK by 30% for 1 turn,"Berserker, Big Bad Bosses, Tough as Nails, Hatred of Saiyans, Fear and Faith, Transform, Legendary Power","Artificial Life Forms, Giant Form, Revenge, Crossover",,"Aug 14, 2023",200%,540%
Base,Kale (Berserk),Resilient Power of Emotions,"HP 13,190 15,790 | ATK 14,548 17,548 | DEF 7,845 11,245","13,190","15,790","14,548","17,548","7,845","11,245","""Universe 6"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Universe Survival Saga"" or ""Full Power"" Category",A Rampage That Engulfs All,"ATK & DEF +160%, Plus an additional ATK & DEF +60% and high chance of launching an additional Super Attack when performing a Super Attack, Reduces damage received by 20% within the same turn with each Super Attack performed (up to 60%), Plus an additional ATK & DEF +160% and great chance of launching an additional Super Attack when there is another ""Universe 6"" Category ally attacking in the same turn",Transformation,"Can be activated when there is an ally whose name includes ""Caulifla"" on the team starting from the 4th turn from the start of battle, or after the character performs 6 or more Super Attacks in battle (once only) Transforms",Greatly raises ATK for 1 turn and causes immense damage to enemy,,"The Saiyan Lineage, Berserker, Battlefield Diva, Prepared for Battle, Warriors of Universe 6, Tournament of Power, Fierce Battle","Universe Survival Saga, Pure Saiyans, Peppy Gals, Super Saiyan 2, Power Beyond Super Saiyan, Transformation Boost, Full Power, Uncontrollable Power, Miraculous Awakening, Rapid Growth, Bond of Friendship, Universe 6, Super Bosses, Tournament Participants, Exploding Rage","Can be activated when there is an ally whose name includes ""Caulifla"" on the team starting from the 4th turn from the start of battle, or after the character performs 6 or more Super Attacks in battle (once only)","Aug 11, 2023",150%,505%
Transformation,Super Saiyan God SS Vegito,Ultimate and Invincible Fusion,"HP 21,875 24,475 | ATK 18,720 22,120 | DEF 8,788 11,788","21,875","24,475","18,720","22,120","8,788","11,788","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +170%",This Is the End!,"[Boosted for a limited time] Evades enemy's attack (including Super Attack) for 1 turn after Transforming, ATK & DEF +150%, Ki +5, launches an additional Super Attack and medium chance of launching another additional Super Attack as the 1st or 2nd attacker in a turn, Ki +7, launches an additional Super Attack and great chance of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn, Plus an additional Ki +1 (up to +5) and ATK & DEF +22% (up to 88%) with each attack performed, Launches an additional Super Attack when activating the Active Skill or when Ki is 24",Final Kamehameha,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy",Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Greatly raises DEF for 3 turns and causes mega-colossal damage to enemy,"Super Saiyan, Kamehameha, Power Bestowed by God, Over in a Flash, Fused Fighter, Fierce Battle, Legendary Power","Future Saga, Power Beyond Super Saiyan, Potara, Fused Fighters, Transformation Boost, Kamehameha, Realm of Gods, Time Limit, Final Trump Card, Super Heroes, Time Travelers, Battle of Wits, Accelerated Battle, Battle of Fate",,"Aug 1, 2023",200%,450%
Transformation,Super Saiyan God SS Gogeta,Ultimate and Supreme Fusion,"HP 21,025 24,025 | ATK 19,230 22,630 | DEF 8,575 11,175","21,025","24,025","19,230","22,630","8,575","11,175","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +170%",Astounding Power!,"[Boosted for a limited time] Evades enemy's attack (including Super Attack) for 1 turn after Transforming, ATK & DEF +150%, Ki +5, launches 2 additional attacks, each of which has a medium chance of becoming a Super Attack, and attacks effective against all Types as the 1st or 2nd attacker in a turn, Ki +7, launches an additional Super Attack and great chance of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn, Plus an additional Ki +1 (up to +5) and ATK & DEF +22% (up to 88%) with each attack performed, Performs a critical hit when activating the Active Skill or when Ki is 24",Ultimate Kamehameha,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy",Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Greatly raises DEF for 3 turns and causes mega-colossal damage to enemy,"Super Saiyan, Fused Fighter, Warrior Gods, Over in a Flash, Kamehameha, Fierce Battle, Legendary Power","Power Beyond Super Saiyan, Fusion, Fused Fighters, Transformation Boost, Kamehameha, Realm of Gods, Powerful Comeback, Time Limit, Final Trump Card, Super Heroes, Movie Heroes",,"Aug 1, 2023",200%,450%
Base,Goku,A Soul Pumped Up in Battle,"HP 15,075 17,675 | ATK 16,935 19,935 | DEF 14,419 17,819","15,075","17,675","16,935","19,935","14,419","17,819","""Turtle School"" Category Ki +3 and HP, ATK & DEF +200%",A Radiant Soul,"Activates the Entrance Animation upon the character's entry (once only) and Ki +4, ATK & DEF +59% and guards all attacks for 6 turns from the character's entry turn, Ki +4 and ATK & DEF +159%, Survives K.O. attacks (up to once within a turn), Recovers 59% HP when HP is 40% or less at the end of turn (once only), Plus an additional Ki +1 (up to +5) and chance of performing a critical hit +9% (up to 59%) with each attack received, Plus an additional DEF +59% starting from the turn in which the character receives the 5th attack in battle, Plus an additional ATK +120% starting from the turn in which the character receives the 9th attack in battle, High chance of nullifying Ki Blast Super Attacks directed at the character and countering with tremendous power",Spirit Bomb,"Can be activated when HP is 59% or less, or when there is another ""Earth-Bred Fighters"" Category ally attacking in the same turn starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits",Raises ATK & DEF for 1 turn and causes colossal damage to enemy,"Raises DEF, raises ATK for 1 turn and causes mega-colossal damage to enemy","Saiyan Warrior Race, All in the Family, Experienced Fighters, Infighter, Z Fighters, Fierce Battle, Legendary Power","Pure Saiyans, Goku's Family, Kamehameha, Full Power, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters",,"Jul 25, 2023",200%,570%
Base,Gohan (Kid),Beyond the Shining Clouds,"HP 16,775 19,775 | ATK 15,745 18,745 | DEF 15,056 18,056","16,775","19,775","15,745","18,745","15,056","18,056","""Bond of Master and Disciple"" Category Ki +3 and HP, ATK & DEF +200%",The Power of Smiles,"Activates the Entrance Animation upon the character's entry (once only) and Ki +4, ATK & DEF +58% and launches an additional attack that has a great chance of becoming a Super Attack for 6 turns from the character's entry turn, Ki +4 and ATK & DEF +158%, When an enemy is hit by the character's Ultra Super Attack or Unit Super Attack, reduces damage received from that enemy by 30% for the duration of that turn, Plus an additional Ki +1 (up to +5) and DEF +8% (up to 58%) with each attack received, Plus an additional ATK +58% starting from the turn in which the character receives the 5th attack in battle, Launches an additional Super Attack starting from the turn in which the character receives the 8th attack in battle",Incident Under the Full Moon,"Can be activated when HP is 58% or less, or when there is another ""Bond of Master and Disciple"" Category ally attacking in the same turn starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, attacks effective against all Types",Raises ATK for 1 turn and causes colossal damage to enemy,Raises ATK & DEF and causes mega-colossal damage to enemy,"The Innocents, Saiyan Warrior Race, All in the Family, Z Fighters, Gaze of Respect, Fierce Battle, Legendary Power","Saiyan Saga, Hybrid Saiyans, Goku's Family, Youth, Giant Ape Power, Uncontrollable Power, Demonic Power, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters",,"Jul 25, 2023",200%,550%
Base,Buu (Super),Destructive Scattershot Strike,"HP 16,775 19,375 | ATK 18,380 21,380 | DEF 11,763 15,163","16,775","19,375","18,380","21,380","11,763","15,163","""Majin Buu Saga"" or ""Heavenly Events"" Category Ki +4 and HP, ATK & DEF +150%",Terror of 0% Conscience,"Activates the Entrance Animation upon the character's entry (once only) and Ki +5 and ATK & DEF +120% for 4 turns from the character's entry turn, ATK & DEF +120%, Plus an additional ATK +30% if HP is 30% or more when attacking, plus another additional ATK +30% if HP is 60% or more when attacking, plus another additional ATK & DEF +30% if HP is 90% or more when attacking, Great chance of guarding all attacks, Guards all attacks when there is a ""Majin Buu Saga"" or ""Fused Fighters"" Category enemy, Launches an additional attack that has a high chance of becoming a Super Attack within the same turn when guard is activated, Plus an additional ATK +100% temporarily upon the character's next attack after receiving an attack, Ki +1 (up to +7) plus an additional DEF +20% (up to 140%) with each attack received",Revenge Death Bomber,"Can be activated when HP is 60% or less starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily, causes ultimate damage to enemy and recovers 40% HP; disables enemy's action once within the turn","Raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF",Raises ATK & DEF for 1 turn and causes mega-colossal damage to all enemies with a medium chance of stunning them,"Brutal Beatdown, Metamorphosis, Majin, Infinite Regeneration, Fear and Faith, Fierce Battle, Legendary Power","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Power Absorption, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Exploding Rage, Heavenly Events, Worldwide Chaos",,"Jun 20, 2023",200%,570%
Base,Bulma (Youth),A Quest That Makes Wishes Come True,"HP 25,063 28,063 | ATK 13,025 16,425 | DEF 14,313 16,913","25,063","28,063","13,025","16,425","14,313","16,913","""Dragon Ball Seekers"" or ""DB Saga"" Category Ki +4 and HP, ATK & DEF +150%",The Complete Collection of Seven Dragon Balls,"Activates the Entrance Animation upon the character's entry (once only) and Ki +3 and guards all attacks for 7 turns from the character's entry turn, Ki +4 and ATK & DEF +177%, Randomly changes Ki Spheres of a certain Type (STR excluded) to Rainbow Ki Spheres, Damage received -7% at start of each turn (up to 77%), Plus an additional ATK & DEF +17% per Ki Sphere obtained, Plus an additional ATK +77% with 3 or more Ki Spheres obtained, All allies' Ki +3 and ATK & DEF +37% (self excluded) for 2 turns with 5 or more Ki Spheres obtained, Launches an additional Super Attack with 7 or more Ki Spheres obtained","Come Forth, Shenron!","Can be activated starting from the 7th turn from the start of battle (once only) Changes all Ki Spheres to STR Ki Spheres; all allies' Ki +7, ATK & DEF +17% and attacks effective against all Types for 1 turn","Greatly raises ATK & DEF for 1 turn, causes colossal damage to enemy and lowers ATK",Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy with a high chance of performing a critical hit,"Brainiacs, Solid Support, Battlefield Diva, The Incredible Adventure, Guidance of the Dragon Balls, Fierce Battle, Legendary Power","DB Saga, Earthlings, Youth, Peppy Gals, Power of Wishes, Earth-Bred Fighters, Dragon Ball Seekers",,"May 15, 2023",200%,570%
Base,Piccolo Jr. (Giant Form),Death Match for World Domination,"HP 13,850 16,850 | ATK 12,820 15,820 | DEF 10,425 13,425","13,850","16,850","12,820","15,820","10,425","13,425","""Gifted Warriors"", ""Terrifying Conquerors"" or ""Giant Form"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Battle of Fate"" or ""World Tournament"" Category",Demon King's Grudge,"Activates the Entrance Animation upon the character's entry (once only), high chance of launching an additional Super Attack for 1 turn from the character's entry turn and Ki +2 and ATK & DEF +101% for 5 turns from the character's entry turn, Ki +3 and ATK & DEF +150%, Plus an additional ATK & DEF +20% with each Super Attack performed (up to 100%), Attacks effective against all Types when facing only 1 enemy, Medium chance of launching an additional Super Attack, Plus an additional ATK & DEF +60% within the same turn after receiving an attack, plus an additional ATK & DEF +100% and all enemies' ATK & DEF -30% as the 1st attacker in a turn, Plus an additional ATK & DEF +100% when performing a Super Attack and high chance of launching an additional Super Attack as the 2nd or 3rd attacker in a turn, Turns into Giant Form when conditions are met",Super Explosive Wave,"Can be activated when HP is 50% or less starting from the 4th turn from the start of battle, or when facing 2 or more enemies (once only) Massively raises ATK temporarily and causes mega-colossal damage to all enemies; disables an action of every enemy once within the turn",Raises ATK & DEF for 1 turn and causes immense damage with a high chance of stunning the enemy,,"Big Bad Bosses, Tough as Nails, Thirst for Conquest, The Incredible Adventure, Guidance of the Dragon Balls, Transform, Fierce Battle","Namekians, Giant Form, Demonic Power, Final Trump Card, World Tournament, Tournament Participants, Earth-Bred Fighters, Gifted Warriors, Revenge, Target: Goku, Terrifying Conquerors, Entrusted Will, Battle of Fate, Worldwide Chaos",,"Apr 27, 2023",150%,505%
Base,Yamcha,Earth's Dominant Elite,"HP 16,525 19,525 | ATK 12,866 15,866 | DEF 8,280 11,280","16,525","19,525","12,866","15,866","8,280","11,280","""Earth-Bred Fighters"" or ""Saiyan Saga"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Earthlings"" or ""Turtle School"" Category",Explosive Ki Manipulation,"Activates the Entrance Animation (once only) and Ki +2 and ATK & DEF +150% for 4 turns from the character's entry turn when there are another 5 or more ""Earth-Bred Fighters"" Category allies on the team upon the character's entry, Ki +2 and ATK & DEF +150%, Plus an additional ATK & DEF +30% with each attack performed (up to 150%), Medium chance of performing a critical hit, High chance of evading enemy's attack (including Super Attack), Launches an additional attack that has a high chance of becoming a Super Attack, Launches another additional attack that has a high chance of becoming a Super Attack within the same turn after evading an attack, Plus an additional chance of evading enemy's attack (including Super Attack) +10% within the same turn with each Super Attack performed",Extra Large Spirit Ball,"Can be activated after the character evades 4 or more enemy attacks (including Super Attacks) in battle, or when all allies attacking in the same turn are ""Earth-Bred Fighters"" Category characters (once only) Causes ultimate damage to enemy and, within the turn activated, attacks guaranteed to hit",Raises ATK for 1 turn and causes immense damage with a high chance of stunning the enemy,,"Turtle School, Solid Support, Infighter, Z Fighters, Shocking Speed, Kamehameha, Fierce Battle","Saiyan Saga, Earthlings, Kamehameha, Worthy Rivals, Turtle School, Earth-Bred Fighters",,"Apr 3, 2023",150%,505%
Base,Bardock,Battle Against the Fate of Annihilation,"HP 16,235 18,835 | ATK 11,996 15,396 | DEF 9,513 12,513","16,235","18,835","11,996","15,396","9,513","12,513","""Goku's Family"" or ""Storied Figures"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Pure Saiyans"" Category",Resisting a Doomed Future,"Activates the Entrance Animation (once only) and randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres, ATK +70% and foresees enemy's Super Attack for 5 turns from the character's entry turn when there is an ally whose name includes ""Goku"" (Captain Ginyu, Jr., etc. excluded) on the team or when there is an enemy whose name includes ""Frieza"" (Frieza Soldier excluded) upon the character's entry, Ki +2 and ATK & DEF +150%, Plus an additional ATK & DEF +40% with each Super Attack performed (up to 120%), Attacks effective against all Types with 1 or more Rainbow Ki Spheres obtained, Plus an additional ATK & DEF +50% with 2 or more Rainbow Ki Spheres obtained, Performs a critical hit with 3 or more Rainbow Ki Spheres obtained",Final Spirit Cannon,"Can be activated when there are another 3 or more ""Team Bardock"" Category allies on the team starting from the 3rd turn from the start of battle, or when HP is 50% or less starting from the 5th turn from the start of battle (once only) Causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits",Greatly raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, The Saiyan Lineage, Family Ties, Team Bardock, Saiyan Pride, Prepared for Battle, Fierce Battle","Pure Saiyans, Goku's Family, Bond of Parent and Child, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures, Connected Hope, Entrusted Will, All-Out Struggle",,"Mar 1, 2023",150%,505%
Transformation,Perfect Cell,The True Value of Perfect Form,"HP 21,450 24,450 | ATK 16,935 19,935 | DEF 11,231 14,231","21,450","24,450","16,935","19,935","11,231","14,231","""Androids/Cell Saga"" Category Ki +4 and HP, ATK & DEF +180%; or Extreme INT Type Ki +3 and HP, ATK & DEF +130%",Impeccable,"[Boosted for a limited time] Fully recovers HP (once only), Randomly changes Ki Spheres of a certain Type (INT excluded) to Rainbow Ki Spheres, Ki +6 and ATK & DEF +180%, High chance of launching an additional Super Attack, Reduces damage received by 3% per Ki Sphere obtained, ATK & DEF +30% when attacking with 4 or more Ki Spheres obtained, plus an additional ATK & DEF +40% with 6 or more Ki Spheres obtained and an additional ATK & DEF +50% with 8 or more Ki Spheres obtained, Plus an additional ATK +100% and high chance of performing a critical hit when activating the Active Skill or when Ki is 24",Solar Kamehameha,"Can be activated when facing only 1 enemy starting from the 3rd turn after Evolution (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and massively lowers DEF","Greatly raises DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and greatly lowers ATK & DEF","Revival, Messenger from the Future, Big Bad Bosses, Kamehameha, Ultimate Lifeform, Fierce Battle, Legendary Power","Androids/Cell Saga, Androids, Artificial Life Forms, Transformation Boost, Power Absorption, Kamehameha, Full Power, Miraculous Awakening, Sworn Enemies, Tournament Participants, Resurrected Warriors, Time Travelers, Revenge, Target: Goku, Planetary Destruction, Accelerated Battle, Battle of Fate, Worldwide Chaos",,"Feb 23, 2023",200%,620%
Base,Super Saiyan Gohan (Youth),Awakened True Power,"HP 20,813 23,413 | ATK 18,890 21,890 | DEF 9,106 12,506","20,813","23,413","18,890","21,890","9,106","12,506","""Kamehameha"" Category Ki +3 and HP, ATK & DEF +180%; or Super AGL Type Ki +3 and HP, ATK & DEF +130%",Bloating Anger,"[Boosted for a limited time] ATK & DEF +150%, Ki +2 plus an additional ATK & DEF +20% at start of each turn (Ki up to +8 and ATK & DEF up to +80%), Guards all attacks and high chance of launching an additional Super Attack if HP is 58% or more at start of turn, High chance of performing a critical hit when there is an ""Androids"" Category enemy",Awakening,"Can be activated when HP is 58% or less with ""Android #16"" on the team, or when HP is 58% or less with an existing ""Androids"" Category ally or enemy starting from the 5th turn from the start of battle (once only) Awakens","Raises DEF, causes colossal damage to enemy and lowers ATK","Raises DEF, causes mega-colossal damage to enemy and greatly lowers ATK","Super Saiyan, Saiyan Warrior Race, Golden Warrior, Kamehameha, Prepared for Battle, Fierce Battle, Legendary Power","Androids/Cell Saga, Hybrid Saiyans, Goku's Family, Youth, Super Saiyans, Super Saiyan 2, Power Beyond Super Saiyan, Transformation Boost, Kamehameha, Full Power, Demonic Power, Miraculous Awakening, Rapid Growth, Mastered Evolution, Bond of Parent and Child, Bond of Master and Disciple, Tournament Participants, Earth-Bred Fighters, Exploding Rage, Entrusted Will, All-Out Struggle, Battle of Fate, Heavenly Events","Can be activated when HP is 58% or less with ""Android #16"" on the team, or when HP is 58% or less with an existing ""Androids"" Category ally or enemy starting from the 5th turn from the start of battle (once only)","Feb 23, 2023",200%,450%
