State,Name,Subname,Stats 55% 100%,Leader Skill,Passive Name,Passive Skill,Active Skill,Super Attack (12 Ki) Name,Super Attack (12 Ki) Effect,Ultra Super Attack (18 Ki) Name,Ultra Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,Highest DMG Multiplier,LR 12 Ki DMG Multiplier
Base,Marcarita,Universe of Justice's Instructor,"Base Max Lv 55% 100% | HP 2,345 10,351 12,351 14,951 | ATK 2,345 11,694 13,694 16,694 | DEF 1,417 6,257 8,257 11,657","""Universe 11"" Category Ki +3 and HP, ATK & DEF +150%",Marcarita's Counsel,"ATK & DEF +110%, High chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +55% with each attack performed (up to 110%), ""Universe 11"" Category allies' Ki +3 and ATK & DEF +50%, ""Realm of Gods"", ""Siblings' Bond"" and ""Bond of Master and Disciple"" Category allies' ATK & DEF +20%, Plus an additional chance of evading enemy's attack (including Super Attack) +20% and randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Universe 11"" or ""Bond of Master and Disciple"" Category ally attacking in the same turn, Reduces damage received by 30% when all allies attacking in the same turn are ""Universe 11"" Category characters, Plus an additional damage reduction of 11% for all allies within the turn as the 3rd attacker in a turn when all allies attacking in the same turn are ""Universe 11"" Category characters (once only)",,Sonata of Purification,"Greatly raises DEF for 1 turn, causes supreme damage to enemy, lowers ATK and seals Super Attack",,,"The Innocents, Brainiacs, Solid Support, Cold Judgment, Shocking Speed, Godly Power, Shattering the Limit","Universe Survival Saga, Realm of Gods, Siblings' Bond, Bond of Master and Disciple, Universe 11, Space-Traveling Warriors",,"Oct 28, 2024",140%,530%,
Base,Goten (Kid) & Icarus Jr.,Cheerful Young Ones,"Base Max Lv 55% 100% | HP 2,261 7,463 8,663 10,463 | ATK 2,386 7,876 9,076 10,876 | DEF 1,281 4,230 5,430 7,230","""Bond of Friendship"" Category Ki +3 and HP, ATK & DEF +50%",Kindness Inherited from Older Brother,"Ki +1 and ATK & DEF +200%, great chance of an additional Ki +1 and ATK +200%, Plus an additional ATK & DEF +150% when performing a Super Attack, Launches an additional attack that has a great chance of becoming a Super Attack, DEF +35% for all allies for 2 turns, plus an additional Ki +2 and reduces damage received by 35% when there is another ""Bond of Friendship"" Category ally attacking in the same turn, Recovers 7% HP and high chance of recovering an additional 7% HP at start of turn, Recovers HP with sweet treats",,Kamekameha,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and greatly lowers DEF",,,"Kamehameha, The Innocents, Prepared for Battle, The Saiyan Lineage, Saiyan Warrior Race, All in the Family, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Kamehameha, Joined Forces, Bond of Parent and Child, Siblings' Bond, Bond of Friendship, Earth-Bred Fighters, Gifted Warriors",,"Oct 25, 2024",130%,430%,
Base,Mai,Turbulent Undercover Action,"Base Max Lv 55% 100% | HP 2,485 8,202 10,202 12,802 | ATK 2,618 8,642 10,642 14,042 | DEF 1,346 4,444 6,444 9,444","""Peppy Gals"" Category or Extreme TEQ Type Ki +3 and HP, ATK & DEF +120%",Starry-Eyed Foe,"ATK & DEF +150%, Plus an additional ATK & DEF +150% when attacking, All allies' Ki +3 and ATK & DEF +30%, High chance of evading enemy's attack (including Super Attack), Plus an additional chance of evading enemy's attack (including Super Attack) +20% and launches 2 additional attacks, each of which has a high chance of becoming a Super Attack, when there is another ""Peppy Gals"" or ""DB Saga"" Category ally attacking in the same turn, Plus an additional ATK & DEF +30% for all allies if there are another 3 or more ""Peppy Gals"" or ""DB Saga"" Category allies on the team, or if there is an AGL Type enemy",,"Flying Fortress, Advance!",Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy,,,"Brainiacs, Brutal Beatdown, Thirst for Conquest, The Incredible Adventure, Guidance of the Dragon Balls, Solid Support, Shattering the Limit","DB Saga, Earthlings, Peppy Gals, Earth-Bred Fighters, Dragon Ball Seekers, Terrifying Conquerors",,"Oct 22, 2024",140%,430%,
Base,Cocotte,Illusionist of Dimensions,"Base Max Lv 55% 100% | HP 2,541 8,388 10,388 13,388 | ATK 2,562 8,456 10,456 13,456 | DEF 1,389 4,584 6,584 9,584","""Peppy Gals"" Category or Super INT Type Ki +3 and HP, ATK & DEF +120%",Cocotte's Signature Move,"ATK & DEF +150%, Plus an additional ATK & DEF +150% when attacking, High chance of performing a critical hit, Reduces damage received by 11%, Plus an additional damage reduction of 11% and launches an additional Super Attack when there is another ""Peppy Gals"" or ""Universe 11"" Category ally attacking in the same turn, Foresees enemy's Super Attack within the character's attacking turn, plus an additional ATK +300% when attacking and an additional damage reduction of 11% if there are another 3 or more ""Peppy Gals"" or ""Universe 11"" Category allies on the team, or if there is a TEQ Type enemy",,Cocotte Zone,Greatly raises ATK & DEF for 1 turn and causes supreme damage to enemy,,,"Supreme Warrior, Signature Pose, Battlefield Diva, Hero of Justice, Shocking Speed, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Universe 11, Tournament Participants, Space-Traveling Warriors, Defenders of Justice, Special Pose",,"Oct 22, 2024",140%,430%,
Base,Bulma (Bunny),Adventurous Girl's Love at First Sight,"Base Max Lv 55% 100% | HP 2,746 9,065 11,065 13,665 | ATK 2,715 8,961 10,961 13,961 | DEF 1,526 5,039 7,039 10,439","""DB Saga"" Category Ki +3 and HP, ATK & DEF +130%",Bulma's Dream,"ATK & DEF +150%, Plus an additional ATK & DEF +186% when performing a Super Attack, High chance of evading enemy's attack (including Super Attack), Launches an additional attack that has a high chance of becoming a Super Attack, ""DB Saga"", ""Earth-Bred Fighters"" or ""Peppy Gals"" Category allies' Ki +1 and ATK & DEF +50%, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there are another 2 or more ""Earth-Bred Fighters"" Category allies on the team, Plus an additional chance of evading enemy's attack (including Super Attack) +10% within the same turn before the character receives an attack, Plus an additional chance of evading enemy's attack (including Super Attack) +5% (up to 20%) with each attack evaded (including Super Attack)",,Yamcha's Determined Rescue!,"Raises ATK & DEF by 86% for 1 turn, causes supreme damage to enemy and seals Super Attack",,,"Brainiacs, Money Money Money, Solid Support, Battlefield Diva, The Incredible Adventure, Guidance of the Dragon Balls, Fierce Battle","DB Saga, Earthlings, Peppy Gals, Earth-Bred Fighters, Dragon Ball Seekers",,"Oct 22, 2024",140%,430%,
Base,Master Roshi,Next-Generation-Guiding Turtle School,"Base Max Lv 55% 100% | HP 3,215 10,610 12,610 15,610 | ATK 3,556 11,736 13,736 17,136 | DEF 2,166 7,150 9,150 11,750","Peppy Gals Category Ki +3 and HP, ATK & DEF +200%; ""Turtle School"" or ""DB Saga"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Bond of Master and Disciple"" or ""Kamehameha"" Category (Peppy Gals Category characters excluded)",Vigorous Hermit,"Activates the Entrance Animation upon the character's entry (once only) and reduces damage received by 30% for 7 turns from the character's entry turn, ATK & DEF +150%, Plus an additional ATK & DEF +150% and launches an additional Super Attack when performing a Super Attack, Ki +3 and reduces damage received by 20% if there are another 2 or more ""Turtle School"" Category allies on the team, Plus an additional ATK & DEF +82% per ""Peppy Gals"" Category ally attacking in the same turn, Plus an additional ATK +82% and high chance of performing a critical hit when there is an ally whose name includes ""Bulma"" attacking in the same turn, ""Turtle School"" or ""Peppy Gals"" Category allies' Ki +2 and ATK & DEF +50% (self excluded)","Active Skill Turtle School's Teachings Condition: Can be activated when HP is 70% or less starting from the 3rd turn from the start of battle, or starting from the 5th turn from the start of battle (once only) Recovers 50% HP and, for 1 turn, all allies' Ki +3 and ATK & DEF +30% Animation: Play",Turtle School Dance,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,,"Turtle School, Infighter, Supreme Warrior, Kamehameha, World Tournament Champion, The Incredible Adventure, Fierce Battle","DB Saga, Earthlings, Kamehameha, Full Power, Bond of Master and Disciple, Turtle School, Earth-Bred Fighters, Battle of Wits",,"Oct 22, 2024",150%,475%,
Base,Vegeta/Goku,Saiyan Pride,"Base Max Lv 55% 100% | HP 4,992 16,475 18,475 21,475 | ATK 4,912 16,210 18,210 21,210 | DEF 2,765 9,125 11,125 14,125","""Planet Namek Saga"" Category Ki +4 and HP, ATK & DEF +150%; or INT Type Ki +4 and HP, ATK & DEF +100%",Vegeta's Pride,"Ki +3 and ATK & DEF +180%, Plus an additional Ki +4 and reduces damage received by 30% when HP is 30% or more, Plus an additional Ki +4 and launches an additional attack that has a high chance of becoming a Super Attack when HP is 50% or more, Plus an additional Ki +4 and launches another additional attack that has a great chance of becoming a Super Attack when HP is 70% or more, Plus an additional ATK & DEF +150% when attacking, If HP is 50% or less at start of character's attacking turn, or starting from the 5th turn from the start of battle, revives with 70% HP recovered by exchanging with Goku when the character or an ally attacking in the same turn is KO'd (once only)",,Massacre Breaker,Greatly raises ATK and raises DEF for 1 turn and causes colossal damage to enemy,Amazing Impact,Raises ATK & DEF for 3 turns and causes mega-colossal damage to enemy,"Brutal Beatdown, Prodigies, Saiyan Pride, Saiyan Warrior Race, Prepared for Battle, Fierce Battle, Legendary Power","Planet Namek Saga, Pure Saiyans, Vegeta's Family, Powerful Comeback, Gifted Warriors, Dragon Ball Seekers, Inhuman Deeds, Planetary Destruction, Entrusted Will","If HP is 50% or less at start of character's attacking turn, or starting from the 5th turn from the start of battle, revives with 70% HP recovered by exchanging with Goku when the character or an ally attacking in the same turn is KO'd (once only)","Oct 22, 2024",200%,620%,450%
Transformation,Goku,Saiyan Pride,"Base Max Lv 55% 100% | HP 4,992 16,475 18,475 21,475 | ATK 4,912 16,210 18,210 21,210 | DEF 2,765 9,125 11,125 14,125","""Planet Namek Saga"" Category Ki +4 and HP, ATK & DEF +150%; or INT Type Ki +4 and HP, ATK & DEF +100%",Carrying on His Pride,"Ki +10 and ATK & DEF +200%, Plus an additional ATK & DEF +159% when performing a Super Attack, Reduces damage received by 30%, High chance of performing a critical hit, Plus an additional Ki +5 and ATK +59% when there is an Extreme Class enemy, Plus an additional damage reduction of 30% and performs a critical hit when there is another ""Planet Namek Saga"" Category ally attacking in the same turn or a ""Planet Namek Saga"" Category enemy",,Ki Blast Cannon,Greatly raises ATK and raises DEF for 1 turn and causes colossal damage to enemy,Feint Kamehameha,Greatly raises ATK & DEF for 3 turns and causes mega-colossal damage to enemy,"All in the Family, Kamehameha, The Saiyan Lineage, Saiyan Warrior Race, Prepared for Battle, Fierce Battle, Legendary Power","Planet Namek Saga, Pure Saiyans, Vegeta's Family, Powerful Comeback, Gifted Warriors, Dragon Ball Seekers, Inhuman Deeds, Planetary Destruction, Entrusted Will",,"Sep 16, 2021",200%,620%,450%
Base,Krillin & Gohan (Kid),Dilemma on the Battlefield,"Base Max Lv 55% 100% | HP 6,087 20,088 22,088 24,688 | ATK 4,422 14,595 16,595 19,595 | DEF 2,829 9,338 11,338 14,738","""Rapid Growth"" Category Ki +4 and HP, ATK & DEF +150%; or AGL Type Ki +4 and HP, ATK & DEF +100%",Exchange of Thoughts,"ATK & DEF +170% and medium chance of evading enemy's attack (including Super Attack), Plus an additional Ki +1 per Ki Sphere obtained, plus another additional Ki +1 if it is a Rainbow Ki Sphere, Plus an additional ATK & DEF +50% and chance of evading enemy's attack (including Super Attack) +20% when performing a Super Attack, Plus an additional ATK +50% and launches an additional attack that has a high chance of becoming a Super Attack when Ki is 18 or more, Launches an additional Super Attack plus an additional chance of evading enemy's attack (including Super Attack) +20% when Ki is 24, Changes into a battle suit when conditions are met",Active Skill Release Your Power!!! Condition: Can be activated starting from the 3rd turn from the start of battle (once only) Ki +24 for 1 turn Animation: Play,Quick Combo,Raises ATK & DEF and causes colossal damage to enemy,Kamehameha & Masenko,Greatly raises ATK & DEF and causes mega-colossal damage to enemy,"Kamehameha, Solid Support, Cold Judgment, Infighter, Shocking Speed, Fierce Battle, Legendary Power","Planet Namek Saga, Kamehameha, Rapid Growth, Joined Forces, Earth-Bred Fighters, Dragon Ball Seekers",Changes into a battle suit upon entering next attacking turn after performing 4 or more Super Attacks in battle,"Oct 22, 2024",200%,430%,
Transformation,Krillin & Gohan (Kid),Dilemma on the Battlefield,"Base Max Lv 55% 100% | HP 6,087 20,088 22,088 24,688 | ATK 4,422 14,595 16,595 19,595 | DEF 2,829 9,338 11,338 14,738","""Rapid Growth"" Category Ki +4 and HP, ATK & DEF +150%; or AGL Type Ki +4 and HP, ATK & DEF +100%",Sharing the Same Thoughts,"ATK & DEF +200% and high chance of evading enemy's attack (including Super Attack), Plus an additional Ki +2 per Ki Sphere obtained, plus another additional Ki +1 if it is a Rainbow Ki Sphere, Plus an additional ATK & DEF +58% and chance of evading enemy's attack (including Super Attack) +20% when performing a Super Attack, Plus an additional ATK +77% and launches an additional attack that has a great chance of becoming a Super Attack when Ki is 18 or more, Launches an additional Super Attack and chance of performing a critical hit +30% when Ki is 24",Active Skill Release Your Power!!! Condition: Can be activated starting from the 3rd turn from the character's entry turn (once only) Ki +24 for 1 turn Animation: Play,Quick Combo,Greatly raises ATK and raises DEF for 1 turn and causes colossal damage to enemy,Kamehameha & Masenko,Massively raises ATK and greatly raises DEF for 1 turn and causes mega-colossal damage to enemy,"Kamehameha, Solid Support, Cold Judgment, Infighter, Shocking Speed, Fierce Battle, Legendary Power","Planet Namek Saga, Kamehameha, Rapid Growth, Joined Forces, Earth-Bred Fighters, Dragon Ball Seekers",,"Sep 16, 2021",200%,450%,
Base,Videl,Ally of Love and Friendship,"Base Max Lv 55% 100% | HP 5,016 22,140 24,140 27,140 | ATK 2,589 11,429 13,429 16,829 | DEF 2,474 10,919 12,919 15,519","""Defenders of Justice"" or ""Peppy Gals"" Category Ki +4 and HP, ATK & DEF +180%",Magnificent Performance,"Ki +2 and ATK & DEF +180%, Great chance of evading enemy's attack (including Super Attack) before attacking, Plus an additional ATK +158% when attacking, Performs a critical hit and all allies' Ki +2 within the same turn after evading an attack, Plus an additional ATK & DEF +58% and launches an additional attack that has a great chance of becoming a Super Attack within the same turn after receiving an attack, Attacks effective against all Types and launches an additional Super Attack as the 1st or 2nd attacker in a turn, ATK & DEF +158% and great chance of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn, Plus an additional ATK & DEF +30% (up to 58%) with each attack evaded (including Super Attack)","Active Skill Complicated Female Psyche Condition: Can be activated when there is an ally whose name includes ""Gohan (Teen)"", ""Ultimate Gohan"" (Majin Buu excluded) or ""Great Saiyaman"" (Great Saiyaman other than Gohan excluded) on the team starting from the 4th turn from the start of battle (once only) ATK +20% and DEF -20% in battle Animation: Play",Videl Rush,"Raises ATK, greatly raises DEF for 1 turn and causes immense damage to enemy",,,"Courage, Money Money Money, Cold Judgment, Infighter, Champion's Strength, Battlefield Diva, Fierce Battle","Majin Buu Saga, Earthlings, Peppy Gals, Bond of Parent and Child, Earth-Bred Fighters, Defenders of Justice",,"Oct 22, 2024",150%,580%,
Base,Vegeta (Mini) (DAIMA),Confrontation against the Great Abnormality,"Base Max Lv 55% 100% | HP 2,019 6,664 7,864 9,664 | ATK 2,356 7,777 8,977 10,777 | DEF 1,120 3,696 4,896 6,696","All Types Ki +3 and HP, ATK & DEF +40%",Childhood Form,"ATK & DEF +120%, All allies' Ki +1 and DEF +30% and if there is another ""Dragon Ball Seekers"" Category ally attacking in the same turn, plus an additional Ki +1 and chance of performing a critical hit +10%, Great chance of guarding all attacks, Medium chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +20% (up to 80%) and chance of performing a critical hit +10% (up to 40%) with each attack received or evaded (including Super Attack)",,Galick Gun,Raises DEF for 1 turn and causes supreme damage to enemy,,,"Saiyan Warrior Race, Prodigies, Experienced Fighters, The Saiyan Lineage, Royal Lineage, Prepared for Battle","Pure Saiyans, Vegeta's Family, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Dragon Ball Seekers",,"Oct 21, 2024",135%,430%,
Base,Goku (Mini) (DAIMA),Preparations for the Great Adventure,"Base Max Lv 55% 100% | HP 2,134 7,043 8,243 10,283 | ATK 2,329 7,686 8,886 10,686 | DEF 1,096 3,620 4,820 6,380","All Types Ki +3 and HP, ATK & DEF +40%",Childhood Weapon,"ATK & DEF +120%, All allies' Ki +1 and ATK +30% and if there is another ""Dragon Ball Seekers"" Category ally attacking in the same turn, plus an additional Ki +1 and chance of performing a critical hit +10%, Launches an additional attack that has a high chance of becoming a Super Attack, Plus an additional ATK & DEF +20% (up to 80%) and chance of performing a critical hit +10% (up to 40%) with each attack performed",,Kamehameha,Raises ATK for 1 turn and causes supreme damage to enemy,,,"Saiyan Warrior Race, All in the Family, Experienced Fighters, The Saiyan Lineage, Shocking Speed, Prepared for Battle","Pure Saiyans, Goku's Family, Kamehameha, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Dragon Ball Seekers, Accelerated Battle",,"Oct 21, 2024",135%,430%,
Base,Chiaotzu,A Variety of Special Moves,"Base Max Lv 55% 100% | HP 2,512 8,292 9,492 11,532 | ATK 2,346 7,743 8,943 10,743 | DEF 1,206 3,981 5,181 6,741","PHY Type Ki +3 and HP, ATK & DEF +70%",Selecting Strategies,"ATK & DEF +140%, Plus an additional ATK & DEF +140% when performing a Super Attack, Great chance of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn, Randomly changes Ki Spheres of a certain Type (PHY excluded) to PHY Ki Spheres, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres (once only) and all allies' ATK & DEF +40% when there is another ""Bond of Friendship"" Category ally attacking in the same turn",,Dodon Ray,Greatly raises ATK & DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,,"Z Fighters, Solid Support, Courage, Telekinesis, Crane School, Telepathy, Shattering the Limit","Saiyan Saga, Earthlings, Worthy Rivals, Bond of Friendship, Earth-Bred Fighters",,"Oct 21, 2024",140%,430%,
Base,Tien,Will to Secure Victory,"Base Max Lv 55% 100% | HP 2,512 8,292 9,492 11,052 | ATK 2,326 7,677 8,877 10,917 | DEF 1,231 4,064 5,264 7,064","TEQ Type Ki +3 and HP, ATK & DEF +70%",Bond-Connecting Tactic,"ATK & DEF +150%, Plus an additional ATK +200% and DEF +100% when performing a Super Attack, Plus an additional ATK & DEF +100% and performs a critical hit when there is another ""Bond of Friendship"" Category ally attacking in the same turn, Plus an additional ATK +30% and reduces damage received by 7% per Rainbow Ki Sphere obtained",,Tri-Beam,"Greatly raises DEF, greatly raises ATK for 1 turn and causes supreme damage to enemy",,,"Z Fighters, Solid Support, Courage, Infighter, Crane School, Telepathy, Shattering the Limit","Saiyan Saga, Earthlings, Worthy Rivals, Bond of Friendship, Earth-Bred Fighters",,"Oct 21, 2024",140%,430%,
Base,Yamcha,Confidence-Boosting Martial Arts,"Base Max Lv 55% 100% | HP 2,261 7,463 8,663 10,463 | ATK 2,507 8,274 9,474 11,514 | DEF 1,131 3,733 4,933 6,493","STR Type Ki +3 and HP, ATK & DEF +70%",Caring for Allies,"Ki +1 and ATK & DEF +180%, Plus an additional ATK & DEF +180% when performing a Super Attack, Launches an additional attack that has a great chance of becoming a Super Attack, Launches an additional Super Attack as the 2nd or 3rd attacker in a turn, Reduces damage received by 70% within the same turn (once only) and performs a critical hit when HP is 50% or less at start of turn",,Spirit Ball,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,,"Z Fighters, Solid Support, Courage, Infighter, Turtle School, Shocking Speed, Shattering the Limit","Saiyan Saga, Earthlings, Worthy Rivals, Turtle School, Earth-Bred Fighters",,"Oct 21, 2024",140%,430%,
Base,Krillin,Tide-Turning Veteran,"Base Max Lv 55% 100% | HP 2,613 8,623 9,823 11,623 | ATK 2,366 7,810 9,010 10,810 | DEF 1,131 3,733 4,933 6,733","INT Type Ki +3 and HP, ATK & DEF +70%",Advice Based on Actual Combat,"ATK & DEF +150%, High chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +150% when performing a Super Attack, ""Saiyan Saga"" Category allies' Ki +1 and ATK & DEF +30%, Plus an additional Ki +2, ATK & DEF +50% and chance of evading enemy's attack (including Super Attack) +20% when the target enemy is in ""ATK Down"" or ""DEF Down"" status, All allies' Ki +1, ATK & DEF +30% and chance of performing a critical hit +10% when there is an ally whose name includes ""Gohan (Kid)"" on the team",,Destructo-Disc,"Greatly raises ATK & DEF for 1 turn, causes supreme damage and greatly lowers ATK & DEF with a high chance of stunning the enemy",,,"Z Fighters, Solid Support, Courage, Cold Judgment, Turtle School, Brainiacs, Shattering the Limit","Saiyan Saga, Earthlings, Bond of Friendship, Turtle School, Earth-Bred Fighters, Battle of Wits",,"Oct 21, 2024",140%,430%,
Base,Piccolo & Gohan (Kid),Master and Disciple Aiming for Greater Heights,"Base Max Lv 55% 100% | HP 2,412 7,960 9,160 10,720 | ATK 2,386 7,876 9,076 10,876 | DEF 1,206 3,981 5,181 7,221","AGL Type Ki +3 and HP, ATK & DEF +70%",Goku Is a Bad One to Underestimate!,"Ki +2, ATK & DEF +30% per ""Saiyan Saga"" or ""Earth-Bred Fighters"" Category ally on the team, Plus an additional ATK & DEF +150% when performing a Super Attack, Medium chance of performing a critical hit, Plus an additional ATK & DEF +50% and launches an additional attack that has a great chance of becoming a Super Attack when all allies are Super Class, Reduces damage received by 20% when there is an ally whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded) on the team",,Blazing Magekisen,"Raises ATK & DEF, causes supreme damage to enemy and seals Super Attack",,,"Z Fighters, Solid Support, Courage, Infighter, All in the Family, Brainiacs, Shattering the Limit","Saiyan Saga, Demonic Power, Joined Forces, Bond of Master and Disciple, Earth-Bred Fighters, Exploding Rage",,"Oct 21, 2024",140%,410%,
Base,Goku,Furious Counterattack,"Base Max Lv 55% 100% | HP 4,449 14,682 16,682 20,082 | ATK 3,507 11,576 13,576 16,576 | DEF 2,496 8,239 10,239 12,839","""Saiyan Saga"" Category Ki +4 and HP, ATK & DEF +130%; or all Types Ki +3 and HP, ATK & DEF +70%",Trembling Rage,"Ki +2 and ATK & DEF +159%, Plus an additional ATK & DEF +59% when performing a Super Attack, Guards all attacks as the 1st attacker in a turn, Reduces damage received by 30% for 3 turns from the character's entry turn, Launches an additional Super Attack within the same turn after receiving an attack, Plus an additional ATK & DEF +10% with each attack received (up to 30%), Chance of performing a critical hit +15% per Super Class ally on the team (up to 59%), All allies' Ki +3 and ATK & DEF +40%, Plus an additional Ki +3 and ATK & DEF +59% when attacking Extreme Class enemies or as the 1st attacker in a turn",Active Skill Kaioken Condition: Can be activated starting from the 5th turn from the start of battle (once only) Raises ATK temporarily and causes ultimate damage to enemy Animation: Ultimate Special,Kamehameha,Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Quiet Wrath of Goku,"Greatly raises DEF, greatly raises ATK for 1 turn and causes mega-colossal damage to enemy","Z Fighters, All in the Family, The Saiyan Lineage, Kamehameha, Experienced Fighters, Shattering the Limit, Legendary Power","Saiyan Saga, Pure Saiyans, Goku's Family, Kamehameha, Full Power, Power of Wishes, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Low-Class Warrior, Accelerated Battle",,"Oct 21, 2024",200%,450%,
Base,Grandpa Gohan,Courteous Martial Artist,"Base Max Lv 55% 100% | HP 4,403 14,531 16,531 19,131 | ATK 4,336 14,311 16,311 19,711 | DEF 2,472 8,159 10,159 13,159","""Turtle School"" Category Ki +4 and HP, ATK & DEF +130%",Guidance of the Four-Star Ball,"If there is an enemy or ally whose name includes ""Goku"" (Captain Ginyu, Jr., etc. excluded) at the start of the character's attacking turn, activates the Entrance Animation (once only) and all allies' Ki +1 and ATK +20% for the rest of battle, Ki +3 and ATK & DEF +150%, Plus an additional ATK & DEF +150% when performing a Super Attack, plus an additional ATK & DEF +150% if it is an Ultra Super Attack, Plus an additional Ki +2 per ""Turtle School"" or ""Kamehameha"" Category ally (self excluded) attacking in the same turn, Plus an additional Ki +2 and launches an additional Super Attack when the name of an ally who is attacking in the same turn or an enemy includes ""Goku"" (Captain Ginyu, Jr., etc. excluded)",,Turtle School Four Virtues,Raises ATK & DEF for 1 turn and causes colossal damage to enemy,Kamehameha,"Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and seals Super Attack","Turtle School, Kamehameha, All in the Family, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit, Legendary Power","DB Saga, Earthlings, Goku's Family, Kamehameha, Time Limit, Bond of Parent and Child, Bond of Master and Disciple, Turtle School, Earth-Bred Fighters, Otherworld Warriors",,"Oct 18, 2024",200%,425%,
Base,Hit,Tremendous Potential,"Base Max Lv 55% 100% | HP 2,463 10,871 12,071 13,631 | ATK 2,566 11,326 12,526 14,326 | DEF 1,434 6,332 7,532 9,572","AGL Type Ki +3 and HP, ATK & DEF +100%",Universe 6's Pillar,"Ki +2 and ATK & DEF +160%, Plus an additional ATK & DEF +120% when performing a Super Attack, Plus an additional ATK & DEF +20% with each Super Attack performed (up to 80%), Plus an additional ATK +100%, launches an additional attack that has a high chance of becoming a Super Attack and great chance of stunning the attacked enemy as the 1st attacker in a turn, Attacked enemy's ATK -30% for 3 turns, plus an additional Ki +2 and high chance of evading enemy's attack (including Super Attack) as the 2nd or 3rd attacker in a turn, Great chance of performing a critical hit when the target enemy is in ""ATK Down"" status or stunned, Launches an additional Super Attack when there is an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded)",,Time Skip,"Raises ATK, raises DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy",,,"Supreme Warrior, Experienced Fighters, Cold Judgment, Infighter, Shocking Speed, Warriors of Universe 6, Shattering the Limit","Universe Survival Saga, Rapid Growth, Universe 6, Super Bosses, Tournament Participants, Space-Traveling Warriors, Legendary Existence, Target: Goku, Accelerated Battle",,"Oct 18, 2024",140%,500%,
Base,Mighty Mask,Mischief-Makers' True Might,"Base Max Lv 55% 100% | HP 2,350 10,371 11,571 13,611 | ATK 2,509 11,076 12,276 14,076 | DEF 1,562 6,894 8,094 9,654","PHY Type Ki +3 and HP, ATK & DEF +100%",Puzzling Rhythm,"ATK & DEF +200%, Plus an additional ATK & DEF +150% when facing only 1 enemy, Plus an additional ATK +50% when performing a Super Attack, Plus an additional ATK & DEF +10% when performing a Super Attack and chance of performing a critical hit +10% per ""Tournament Participants"" Category ally on the team, Evades enemy's attack (including Super Attack) for 1 turn when HP is 60% or less (once only) and after that turn, great chance of evading enemy's attack (including Super Attack) when HP is 60% or less, Evades enemy's attack (including Super Attack) and performs a critical hit for 1 turn when HP is 30% or less",,Final Cannon,Greatly raises ATK & DEF for 1 turn with a medium chance of further greatly raising ATK for 1 turn and causes supreme damage to enemy,,,"Super Saiyan, World Tournament Reborn, More Than Meets the Eye, The Innocents, Shocking Speed, Flee, Shattering the Limit","Majin Buu Saga, World Tournament, Tournament Participants, Earth-Bred Fighters",,"Oct 18, 2024",140%,530%,
